player_name,team_name,image_url
Callum Wilson,Newcastle United,https://resources.premierleague.com/premierleague/photos/players/110x140/p75115.png
Tim Krul,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p20480.png
Michael McGovern,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p18499.png
Angus Gunn,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p107265.png
Max Aarons,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p232980.png
Sam Byram,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p113564.png
Grant Hanley,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p83428.png
Christoph Zimmermann,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p192303.png
Bali Mumba,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p220686.png
Andrew Omobamidele,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p466404.png
Ben Gibson,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p83312.png
Dimitris Giannoulis,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p189627.png
Brandon Williams,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p232937.png
Ozan Kabak,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p438277.png
Lukas Rupp,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p76306.png
Kieran Dowell,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p171270.png
Przemyslaw Placheta,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p428626.png
Todd Cantwell,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p193111.png
Jacob Sørensen,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p235546.png
Kenny McLean,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p78607.png
Milot Rashica,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p212723.png
Billy Gilmour,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p243568.png
Pierre Lees-Melou,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p212325.png
Mathias Normann,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p179276.png
Teemu Pukki,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p57127.png
Adam Idah,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p432735.png
Joshua Sargent,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p215476.png
Christos Tzolis,Norwich City,https://resources.premierleague.com/premierleague/photos/players/110x140/p439509.png
Alex McCarthy,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p58376.png
Harry Lewis,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p198044.png
Fraser Forster,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p40383.png
Kyle Walker-Peters,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p158534.png
Jack Stephens,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p88900.png
Mohammed Salisu,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p450527.png
Jan Bednarek,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p171771.png
Yan Valery,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p213482.png
Romain Perraud,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p244560.png
Valentino Livramento,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p441191.png
Thierry Small,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p491551.png
Lyanco,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p212721.png
Oriol Romeu,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p78056.png
James Ward-Prowse,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p101178.png
Nathan Redmond,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p83283.png
Moussa Djenepo,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p431131.png
Stuart Armstrong,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p91047.png
William Smallbone,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p214466.png
Nathan Tella,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p203389.png
Ibrahima Diallo,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p240143.png
Mohamed Elyounoussi,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p96787.png
Che Adams,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p200439.png
Shane Long,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p20452.png
Theo Walcott,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p20467.png
Armando Broja,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p440323.png
Adam Armstrong,Southampton,https://resources.premierleague.com/premierleague/photos/players/110x140/p155511.png
Hugo Lloris,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p37915.png
Pierluigi Gollini,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p156683.png
Brandon Austin,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p214572.png
Matt Doherty,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p87835.png
Sergio Reguilón,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p199249.png
Davinson Sánchez,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p173904.png
Joe Rodon,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p214225.png
Japhet Tanganga,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p199584.png
Ben Davies,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p115556.png
Eric Dier,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p93264.png
Cristian Romero,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p221632.png
Maksim Paskotsi,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p505239.png
Kallum Cesay,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p461192.png
Brooklyn Lyons-Foster,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p232454.png
Emerson Royal,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p241157.png
Tobi Omole,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p209418.png
Malachi Fagan-Walcott,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p244853.png
Pierre-Emile Højbjerg,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p132015.png
Harry Winks,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p157668.png
Giovani Lo Celso,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p200826.png
Dele Alli,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p108823.png
Tanguy Ndombele,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p231372.png
Ryan Sessegnon,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p184349.png
Oliver Skipp,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p209042.png
Jack Clarke,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p443261.png
Harvey White,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p448791.png
Nile John,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p461212.png
Matthew Craig,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p461201.png
Michael Craig,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p461203.png
Romaine Mundle,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p461199.png
Son Heung-Min,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p85971.png
Harry Kane,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p78830.png
Steven Bergwijn,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p194252.png
Lucas Moura,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p95715.png
Bryan Gil,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p436234.png
Dane Scarlett,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p490145.png
Dilan Markanday,Tottenham Hotspur,https://resources.premierleague.com/premierleague/photos/players/110x140/p232456.png
Ben Foster,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p9089.png
Daniel Bachmann,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p154506.png
Robert Elliot,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p19838.png
Jeremy Ngakia,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p232391.png
William Troost-Ekong,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p131304.png
Adam Masina,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p155651.png
Craig Cathcart,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p41338.png
Kiko Femenía,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p54484.png
Christian Kabasele,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p85624.png
Francisco Sierralta,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p208973.png
Danny Rose,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p38290.png
Tom Cleverley,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p43250.png
Ken Sema,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p157775.png
Dan Gosling,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p40387.png
Daniel Phillips,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p513409.png
Imran Louza,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p471471.png
Ignacio Pussetto,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p168290.png
Peter Etebo,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p227560.png
Kwadwo Baah,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p493934.png
Juraj Kucka,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p69143.png
Ozan Tufan,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p130036.png
Moussa Sissoko,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p45268.png
João Pedro,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p475168.png
Ismaila Sarr,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p232185.png
Emmanuel Dennis,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p230251.png
Ashley Fletcher,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p176296.png
Joshua King,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p78007.png
Cucho Hernández,Watford,https://resources.premierleague.com/premierleague/photos/players/110x140/p244716.png
Lukasz Fabianski,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p37096.png
David Martin,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p19194.png
Darren Randolph,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p32259.png
Alphonse Areola,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p84182.png
Aaron Cresswell,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p55459.png
Vladimir Coufal,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p164555.png
Angelo Ogbonna,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p40669.png
Issa Diop,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p219924.png
Ryan Fredericks,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p81012.png
Arthur Masuaku,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p105717.png
Ben Johnson,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p222018.png
Craig Dawson,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p60232.png
Winston Reid,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p48717.png
Jamal Baptiste,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p462384.png
Kurt Zouma,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p103192.png
Manuel Lanzini,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p86934.png
Mark Noble,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p18073.png
Pablo Fornals,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p217593.png
Tomas Soucek,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p215439.png
Declan Rice,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p204480.png
Nikola Vlasic,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p180151.png
Alex Král,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p195728.png
Andriy Yarmolenko,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p56377.png
Saïd Benrahma,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p172841.png
Jarrod Bowen,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p178186.png
Michail Antonio,West Ham United,https://resources.premierleague.com/premierleague/photos/players/110x140/p57531.png
John Ruddy,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p19236.png
José Sá,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p149065.png
Ki-Jana Hoever,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p441271.png
Marçal,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p111291.png
Willy Boly,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p90585.png
Conor Coady,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p94147.png
Jonny,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p114128.png
Nélson Semedo,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p200402.png
Maximilian Kilman,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p214048.png
Yerson Mosquera,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p501837.png
Rayan Aït-Nouri,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p448514.png
Rúben Neves,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p171317.png
Daniel Podence,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p200600.png
Romain Saïss,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p107613.png
João Moutinho,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p19624.png
Leander Dendoncker,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p151589.png
Luke Cundle,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p245923.png
Pedro Neto,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p247632.png
Raúl Jiménez,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p102057.png
Fábio Silva,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p449988.png
Adama Traoré,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p159533.png
Trincão,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p222564.png
Chem Campbell,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p461026.png
Hwang Hee-Chan,Wolverhampton Wanderers,https://resources.premierleague.com/premierleague/photos/players/110x140/p184754.png
